reference,date,amount,fee,terminal_type,terminal_id,location,net_amount
010957316,2024-10-27T12:22:57,1000,0,TELEVINTI4,0005938517,,1000
010957363,2024-10-27T21:18:24,1000,0,TELEVINTI4,0009858847,,1000
010957382,2024-10-27T08:53:01,50,0,TELEVINTI4,0009944658,,50
010957392,2024-10-27T18:38:17,250,0,TELEVINTI4,0009971695,,250
010957395,2024-10-27T15:17:07,300,6,ATM,0000000501,Sal,294
010957399,2024-10-27T12:06:42,500,0,TELEVINTI4,0009916556,,500
010957401,2024-10-27T12:31:18,250,5,ATM,0000001902,Ribeira Brava,245
010957412,2024-10-27T07:37:00,550,11,ATM,0000000104,Praia,539
010957432,2024-10-27T12:55:13,50,0,TELEVINTI4,0009532199,,50
010957452,2024-10-27T09:14:21,600,0,TELEVINTI4,0009858687,,600
010957518,2024-10-27T15:18:49,200,0,TELEVINTI4,0009899508,,200
010957531,2024-10-27T01:53:27,150,0,TELEVINTI4,0009593454,,150
010957583,2024-10-27T00:28:44,250,0,TELEVINTI4,0009597767,,250
010957592,2024-10-27T11:30:30,300,6,ATM,0000000902,Brava,294
010957593,2024-10-27T17:00:51,1000,0,TELEVINTI4,0009598576,,1000
010957596,2024-10-27T15:19:07,1000,0,TELEVINTI4,0009967589,,1000
010957603,2024-10-27T13:35:36,500,0,TELEVINTI4,0009934846,,500
010957615,2024-10-27T21:01:48,1000,0,TELEVINTI4,0009582789,,1000
010957635,2024-10-27T16:06:59,200,4,ATM,0000120002,Sal,196
010957648,2024-10-27T07:38:26,100,0,TELEVINTI4,0009253072,,100
010957649,2024-10-27T07:37:43,500,0,TELEVINTI4,0009915057,,500
010957661,2024-10-27T13:50:44,100,0,TELEVINTI4,0009154581,,100
010957670,2024-10-27T16:07:24,250,0,TELEVINTI4,0009925755,,250
010957700,2024-10-27T07:38:39,250,0,TELEVINTI4,0009874106,,250
010957746,2024-10-27T18:06:50,250,0,TELEVINTI4,0005984157,,250
010957750,2024-10-27T07:38:21,500,0,TELEVINTI4,0009985476,,500
010957757,2024-10-27T16:33:01,120,0,TELEVINTI4,0009893012,,120
010957771,2024-10-27T10:22:42,500,10,ATM,0000000401,Praia,490
010957780,2024-10-27T18:31:35,250,0,TELEVINTI4,0009516951,,250
010957787,2024-10-27T12:29:59,500,10,ATM,0000003704,Sao Vicente,490
010957799,2024-10-27T15:16:10,50,0,TELEVINTI4,0009589058,,50
010957800,2024-10-27T21:37:36,50,0,TELEVINTI4,0009324524,,50
010957816,2024-10-27T18:04:24,300,6,ATM,0000000906,Sao Vicente,294
010957822,2024-10-27T13:14:06,150,0,TELEVINTI4,0009174887,,150
010957854,2024-10-27T11:24:44,1000,20,ATM,0000000904,Sao Vicente,980
010957861,2024-10-27T16:19:30,500,0,TELEVINTI4,0009862794,,500
010957903,2024-10-27T18:07:12,200,4,ATM,0000001305,Praia,196
010957926,2024-10-27T16:33:22,100,0,TELEVINTI4,0009944596,,100
010957938,2024-10-27T16:22:19,500,0,TELEVINTI4,0005900281,,500
010957955,2024-10-27T14:13:49,500,0,TELEVINTI4,0005250083,,500
010957971,2024-10-27T17:59:36,1000,0,TELEVINTI4,0009832389,,1000
010957977,2024-10-27T15:16:29,500,0,TELEVINTI4,0005866418,,500
010957982,2024-10-27T19:30:42,200,4,ATM,0000001003,Praia,196
010958012,2024-10-27T22:31:26,150,0,TELEVINTI4,0009599857,,150
010958021,2024-10-27T12:16:09,250,0,TELEVINTI4,0009988672,,250
010958063,2024-10-27T09:56:36,250,5,ATM,0000100106,Praia,245
010958093,2024-10-27T14:44:56,1000,0,TELEVINTI4,0009915758,,1000
010958096,2024-10-27T12:02:15,700,0,TELEVINTI4,0009721967,,700
010958098,2024-10-27T14:58:01,250,5,ATM,0000000307,Sao Vicente,245
010958166,2024-10-27T10:26:35,250,5,ATM,0000000501,Sal,245
010958178,2024-10-27T21:01:41,1500,30,ATM,0000000212,Sao Vicente,1470
010958209,2024-10-27T14:07:50,110,0,TELEVINTI4,0005893787,,110
010958242,2024-10-27T12:46:10,500,10,ATM,0000120002,Sal,490
010958262,2024-10-27T16:01:23,160,3,ATM,0000100107,Praia,157
010958353,2024-10-27T01:54:32,200,0,TELEVINTI4,0009965216,,200
010958357,2024-10-27T14:41:13,88,0,TELEVINTI4,0009308898,,88
010958420,2024-10-27T14:02:43,500,0,TELEVINTI4,0009833092,,500
010958472,2024-10-27T08:35:21,500,0,TELEVINTI4,0009924408,,500
010958474,2024-10-27T18:06:59,1000,20,ATM,0000007203,Praia,980
010958485,2024-10-27T14:57:25,1000,0,TELEVINTI4,0009923857,,1000
010958514,2024-10-27T12:14:53,200,0,TELEVINTI4,0009804538,,200
010958557,2024-10-27T23:36:17,250,0,TELEVINTI4,0009783876,,250
010958609,2024-10-27T15:15:27,1000,20,ATM,0000000306,Santa Catarina,980
010958633,2024-10-27T12:40:41,100,0,TELEVINTI4,0005978916,,100
010958645,2024-10-27T15:24:43,1000,20,ATM,0000002905,Boa Vista,980
010958735,2024-10-27T15:17:28,500,0,TELEVINTI4,0009575771,,500
010958784,2024-10-27T19:58:47,500,10,ATM,0000000501,Sal,490
010958798,2024-10-27T11:09:37,500,0,TELEVINTI4,0005900674,,500
010958829,2024-10-27T14:07:21,200,0,TELEVINTI4,0009721623,,200
010958863,2024-10-27T13:35:29,500,0,TELEVINTI4,0005998618,,500
010958902,2024-10-27T19:17:35,600,12,ATM,0000100402,Praia,588
010958956,2024-10-27T18:38:34,500,0,TELEVINTI4,0009993463,,500
010959027,2024-10-27T12:32:06,500,0,TELEVINTI4,0009597715,,500
010959041,2024-10-27T18:56:29,150,0,TELEVINTI4,0005939762,,150
010959055,2024-10-27T11:11:14,250,5,ATM,0000005102,Paul,245
010959077,2024-10-27T05:55:40,250,5,ATM,0000110001,Sao Vicente,245
010959129,2024-10-27T12:34:02,1000,0,TELEVINTI4,0009826665,,1000
010959148,2024-10-27T15:41:57,250,0,TELEVINTI4,0009590755,,250
010959163,2024-10-27T14:41:18,700,0,TELEVINTI4,0009764169,,700
010959176,2024-10-27T18:56:29,110,2,ATM,0000003704,Sao Vicente,108
010959206,2024-10-27T17:55:01,1000,0,TELEVINTI4,0009795348,,1000
010959216,2024-10-27T17:31:27,250,0,TELEVINTI4,0009991055,,250
010959253,2024-10-27T05:39:50,1000,0,TELEVINTI4,0005923358,,1000
010959267,2024-10-27T13:43:29,250,0,TELEVINTI4,0009737382,,250
010959312,2024-10-27T08:44:11,500,10,ATM,0000003506,Praia,490
010959360,2024-10-27T12:02:26,300,6,ATM,0000003902,Mosteiros,294
010959393,2024-10-27T09:43:04,300,0,TELEVINTI4,0009547911,,300
010959423,2024-10-27T18:19:49,250,5,ATM,0000000704,Porto Novo,245
010959467,2024-10-27T13:08:36,200,0,TELEVINTI4,0009965692,,200
010959476,2024-10-27T21:40:56,250,0,TELEVINTI4,0005929693,,250
010959484,2024-10-27T14:08:48,1000,20,ATM,0000000901,Sao Vicente,980
010959486,2024-10-27T14:41:23,1000,0,TELEVINTI4,0009506761,,1000
010959532,2024-10-27T12:55:15,50,1,ATM,0000001814,Praia,49
010959541,2024-10-27T09:15:37,1000,0,TELEVINTI4,0009525653,,1000
010959562,2024-10-27T11:31:37,150,0,TELEVINTI4,0009948554,,150
010959614,2024-10-27T09:58:48,250,0,TELEVINTI4,0009526264,,250
010959646,2024-10-27T10:57:13,300,6,ATM,0000000107,Sao Vicente,294
010959666,2024-10-27T10:07:09,500,0,TELEVINTI4,0009754334,,500
010959674,2024-10-27T13:14:25,500,0,TELEVINTI4,0009834775,,500
010959680,2024-10-27T21:03:57,250,0,TELEVINTI4,0005965361,,250
010959688,2024-10-27T08:43:35,200,4,ATM,0000000503,Boa Vista,196
010959708,2024-10-27T13:27:00,100,2,ATM,0000003504,Praia,98
010959709,2024-10-27T15:45:09,50,1,ATM,0000120002,Sal,49
010959715,2024-10-27T08:53:40,200,4,ATM,0000120004,Sal,196
010959734,2024-10-27T21:04:12,500,10,ATM,0000001006,Praia,490
010959790,2024-10-27T10:23:04,250,0,TELEVINTI4,0005876990,,250
010959794,2024-10-27T09:14:52,1000,20,ATM,0000001202,Ribeira Grande,980
010959846,2024-10-27T12:46:27,250,5,ATM,0000000701,Boa Vista,245
010959850,2024-10-27T14:08:31,250,0,TELEVINTI4,0005893787,,250
010959851,2024-10-27T12:03:08,500,0,TELEVINTI4,0005888428,,500
010959858,2024-10-27T22:15:09,150,0,TELEVINTI4,0009704540,,150
010959888,2024-10-27T12:23:38,150,0,TELEVINTI4,0005979641,,150
010959942,2024-10-27T11:10:46,1000,0,TELEVINTI4,0009399645,,1000
010959955,2024-10-27T11:41:46,500,10,ATM,0000002602,Sao Vicente,490
010959978,2024-10-27T18:56:10,150,0,TELEVINTI4,0009150170,,150
010960075,2024-10-27T05:45:05,360,7,ATM,0000000609,Sal,353
010960076,2024-10-27T12:34:11,200,4,ATM,0000000307,Sal,196
010960083,2024-10-27T13:08:14,100,0,TELEVINTI4,0009816164,,100
010960162,2024-10-27T19:05:17,500,10,ATM,0000000705,Porto Novo,490
010960166,2024-10-27T07:42:09,250,0,TELEVINTI4,0005944344,,250
010960200,2024-10-27T10:41:17,100,2,ATM,0000000901,Sao Vicente,98
010960207,2024-10-27T21:04:01,1000,0,TELEVINTI4,0009820028,,1000
010960258,2024-10-27T11:57:42,700,0,TELEVINTI4,0005872563,,700
010960269,2024-10-27T13:32:28,500,0,TELEVINTI4,0005950990,,500
010960286,2024-10-27T17:59:42,500,10,ATM,0000000802,Ribeira Grande,490
010960295,2024-10-27T12:33:54,700,14,ATM,0000100106,Praia,686
010960298,2024-10-27T23:37:53,500,0,TELEVINTI4,0009522218,,500
010960337,2024-10-27T20:14:07,1000,20,ATM,0000000902,Brava,980
010960338,2024-10-27T17:59:42,1000,0,TELEVINTI4,0009999000,,1000
010960413,2024-10-27T08:43:33,250,0,TELEVINTI4,0009738621,,250
010960489,2024-10-27T11:43:20,200,4,ATM,0000000307,Sao Vicente,196
010960510,2024-10-27T19:31:37,250,0,TELEVINTI4,0005956327,,250
010960537,2024-10-27T14:03:59,1000,20,ATM,0000001501,Sal,980
010960538,2024-10-27T10:30:57,250,0,TELEVINTI4,0009832320,,250
010960555,2024-10-27T12:56:25,100,2,ATM,0000001103,Sao Filipe,98
010960561,2024-10-27T22:16:54,500,0,TELEVINTI4,0009764585,,500
010960572,2024-10-27T12:07:31,500,0,TELEVINTI4,0009835646,,500
010960582,2024-10-27T16:22:30,150,0,TELEVINTI4,0009945466,,150
010960585,2024-10-27T17:07:03,150,0,TELEVINTI4,0009267922,,150
010960592,2024-10-27T11:43:36,500,10,ATM,0000000305,Sal,490
010960608,2024-10-27T18:00:35,300,0,TELEVINTI4,0009866766,,300
010960623,2024-10-27T14:20:46,150,3,ATM,0000000101,Praia,147
010960644,2024-10-27T13:35:52,100,0,TELEVINTI4,0009761093,,100
010960657,2024-10-27T12:07:31,1000,0,TELEVINTI4,0009843028,,1000
010960688,2024-10-27T14:20:14,250,5,ATM,0000001810,Praia,245
010960696,2024-10-27T22:17:43,1000,20,ATM,0000004705,Praia,980
010960698,2024-10-27T12:17:54,150,0,TELEVINTI4,0005973309,,150
010960706,2024-10-27T16:51:26,250,0,TELEVINTI4,0009537424,,250
010960717,2024-10-27T13:03:30,250,5,ATM,0000000802,Ribeira Grande,245
010960728,2024-10-27T12:17:05,250,5,ATM,0000000305,Sal,245
010960731,2024-10-27T14:04:31,250,0,TELEVINTI4,0005809297,,250
010960756,2024-10-27T12:17:12,150,0,TELEVINTI4,0009886745,,150
010960776,2024-10-27T10:37:44,350,0,TELEVINTI4,0009861040,,350
010960802,2024-10-27T12:57:17,150,0,TELEVINTI4,0009991282,,150
010960809,2024-10-27T12:55:47,150,0,TELEVINTI4,0009855977,,150
010960841,2024-10-27T13:58:03,1000,0,TELEVINTI4,0009865050,,1000
010960845,2024-10-27T15:45:55,80,0,TELEVINTI4,0009527004,,80
010960852,2024-10-27T08:14:16,1000,0,TELEVINTI4,0005885218,,1000
010960861,2024-10-27T14:42:01,100,0,TELEVINTI4,0009308898,,100
010960872,2024-10-27T19:31:57,1000,0,TELEVINTI4,0009800470,,1000
010960880,2024-10-27T13:44:03,550,11,ATM,0000120004,Sal,539
010960885,2024-10-27T14:20:32,250,0,TELEVINTI4,0009787518,,250
010960901,2024-10-27T10:17:59,1000,0,TELEVINTI4,0009849507,,1000
010960907,2024-10-27T11:42:54,300,0,TELEVINTI4,0009918799,,300
010960912,2024-10-27T10:35:54,500,10,ATM,0000120004,Sal,490
010960922,2024-10-27T13:20:10,150,3,ATM,0000002901,Maio,147
010960930,2024-10-27T16:30:36,150,0,TELEVINTI4,0009875836,,150
010960939,2024-10-27T12:16:25,1000,20,ATM,0000000107,Sao Vicente,980
010960958,2024-10-27T15:06:05,250,0,TELEVINTI4,0005946139,,250
010960973,2024-10-27T02:09:09,200,4,ATM,0000100106,Praia,196
010960977,2024-10-27T16:51:26,50,0,TELEVINTI4,0009725764,,50
010961043,2024-10-27T10:58:56,1000,0,TELEVINTI4,0005817063,,1000
010961058,2024-10-27T22:33:37,500,10,ATM,0000120004,Sal,490
010961076,2024-10-27T12:08:19,500,10,ATM,0000000305,Sal,490
010961134,2024-10-27T18:20:35,200,0,TELEVINTI4,0005824992,,200
010961135,2024-10-27T18:57:20,250,0,TELEVINTI4,0005974687,,250
010961146,2024-10-27T00:36:40,500,0,TELEVINTI4,0005843781,,500
010961147,2024-10-27T12:18:31,150,3,ATM,0000004003,Tarrafal de Sao,147
010961149,2024-10-27T15:25:13,500,0,TELEVINTI4,0005866418,,500
010961150,2024-10-27T10:30:19,300,6,ATM,0000000306,Sal,294
010961163,2024-10-27T14:58:59,500,10,ATM,0000002902,Boa Vista,490
010961226,2024-10-27T10:58:41,500,0,TELEVINTI4,0005980845,,500
010961227,2024-10-27T00:59:34,500,0,TELEVINTI4,0009519904,,500
010961258,2024-10-27T10:35:48,500,10,ATM,0000005303,Santa Catarina,490
010961272,2024-10-27T11:57:43,160,0,TELEVINTI4,0009926968,,160
010961305,2024-10-27T13:36:32,1000,0,TELEVINTI4,0009833676,,1000
010961308,2024-10-27T16:30:32,250,5,ATM,0000002405,Sao Vicente,245
010961316,2024-10-27T17:12:30,260,5,ATM,0000003606,Sao Vicente,255
010961329,2024-10-27T14:05:02,250,0,TELEVINTI4,0009781454,,250
010961338,2024-10-27T19:44:17,1000,0,TELEVINTI4,0005939453,,1000
010961376,2024-10-27T07:07:27,500,0,TELEVINTI4,0009985476,,500
010961408,2024-10-27T16:55:03,50,0,TELEVINTI4,0005816758,,50
010961433,2024-10-27T14:04:11,250,0,TELEVINTI4,0005809297,,250
010961472,2024-10-27T09:32:03,1000,0,TELEVINTI4,0009814550,,1000
010961483,2024-10-27T10:30:53,1000,20,ATM,0000000602,Sal,980
010961523,2024-10-27T10:58:30,100,0,TELEVINTI4,0009580168,,100
010961570,2024-10-27T11:05:55,1000,0,TELEVINTI4,0009189320,,1000
010961608,2024-10-27T18:20:12,250,0,TELEVINTI4,0005972218,,250
010961626,2024-10-27T08:54:24,700,0,TELEVINTI4,0009740830,,700
010961628,2024-10-27T10:30:19,150,0,TELEVINTI4,0009978676,,150
010961633,2024-10-27T14:25:19,500,0,TELEVINTI4,0009762966,,500
010961653,2024-10-27T07:08:42,700,14,ATM,0000000310,Sal,686
010961654,2024-10-27T09:43:14,1000,20,ATM,0000003001,Ribeira Brava,980
010961677,2024-10-27T12:17:00,1000,20,ATM,0000000803,Praia,980
010961678,2024-10-27T16:23:00,200,4,ATM,0000000506,Sal,196
010961727,2024-10-27T22:33:37,1000,0,TELEVINTI4,0009549497,,1000
010961740,2024-10-27T13:37:34,300,0,TELEVINTI4,0009959677,,300
010961817,2024-10-27T17:46:19,500,0,TELEVINTI4,0009804538,,500
010961844,2024-10-27T12:17:00,250,0,TELEVINTI4,0009855315,,250
010961846,2024-10-27T13:54:23,1000,20,ATM,0000000203,Sao Vicente,980
010961857,2024-10-27T16:15:56,500,10,ATM,0000001401,Boa Vista,490
010961888,2024-10-27T18:20:51,1000,20,ATM,0000000307,Sao Vicente,980
010961919,2024-10-27T10:57:34,200,0,TELEVINTI4,0009945996,,200
010961943,2024-10-27T23:43:43,150,3,ATM,0000001305,Praia,147
010961962,2024-10-27T21:04:50,50,0,TELEVINTI4,0009849807,,50
010961968,2024-10-27T19:31:15,250,0,TELEVINTI4,0009920568,,250
010962002,2024-10-27T14:25:21,500,10,ATM,0000000203,Sao Vicente,490
010962007,2024-10-27T16:22:30,500,0,TELEVINTI4,0009599197,,500
010962036,2024-10-27T10:38:11,250,0,TELEVINTI4,0009918604,,250
010962048,2024-10-27T19:54:11,160,0,TELEVINTI4,0009863980,,160
010962052,2024-10-27T19:19:44,500,0,TELEVINTI4,0009540205,,500
010962053,2024-10-27T10:23:23,1000,0,TELEVINTI4,0009727694,,1000
010962070,2024-10-27T18:49:59,300,6,ATM,0000004103,Praia,294
010962115,2024-10-27T16:42:11,250,5,ATM,0000000211,Sao Vicente,245
010962132,2024-10-27T21:49:20,250,0,TELEVINTI4,0009823225,,250
010962141,2024-10-27T06:03:36,500,10,ATM,0000000307,Sao Vicente,490
010962154,2024-10-27T16:02:41,500,10,ATM,0000000305,Sal,490
010962186,2024-10-27T17:34:48,260,0,TELEVINTI4,0005894681,,260
010962205,2024-10-27T08:21:18,150,0,TELEVINTI4,0009865043,,150
010962227,2024-10-27T13:32:48,1000,0,TELEVINTI4,0009810810,,1000
010962228,2024-10-27T01:02:14,110,0,TELEVINTI4,0005965456,,110
010962231,2024-10-27T14:53:51,150,3,ATM,0000000306,Sao Vicente,147
010962232,2024-10-27T08:22:57,500,10,ATM,0000000107,Sao Vicente,490
010962284,2024-10-27T02:20:43,250,5,ATM,0000000307,Sao Vicente,245
010962287,2024-10-27T08:02:28,500,10,ATM,0000000502,Sal,490
010962296,2024-10-27T21:04:53,300,0,TELEVINTI4,0009937309,,300
010962298,2024-10-27T09:05:14,100,0,TELEVINTI4,0009858562,,100
010962303,2024-10-27T08:01:46,150,0,TELEVINTI4,0009119390,,150
010962308,2024-10-27T11:19:13,100,0,TELEVINTI4,0009529237,,100
010962341,2024-10-27T14:38:41,200,0,TELEVINTI4,0009732418,,200
010962355,2024-10-27T17:19:34,200,4,ATM,0000001804,Tarrafal,196
010962402,2024-10-27T12:36:13,150,0,TELEVINTI4,0009951424,,150
010962416,2024-10-27T13:22:02,100,0,TELEVINTI4,0009524007,,100
010962418,2024-10-27T12:37:05,500,0,TELEVINTI4,0005974719,,500
010962442,2024-10-27T12:57:56,1000,0,TELEVINTI4,0009948853,,1000
010962446,2024-10-27T09:19:57,1000,0,TELEVINTI4,0009926896,,1000
010962449,2024-10-27T17:33:34,1000,20,ATM,0000002905,Boa Vista,980
010962478,2024-10-27T02:18:14,180,0,TELEVINTI4,0009247411,,180
010962483,2024-10-27T18:21:44,200,4,ATM,0000003106,Maio,196
010962493,2024-10-27T18:50:04,500,0,TELEVINTI4,0009726370,,500
010962515,2024-10-27T14:59:05,250,0,TELEVINTI4,0005986221,,250
010962560,2024-10-27T10:23:43,500,10,ATM,0000004705,Praia,490
010962599,2024-10-27T16:41:53,300,0,TELEVINTI4,0009867592,,300
010962613,2024-10-27T08:23:56,150,3,ATM,0000000107,Sao Vicente,147
010962617,2024-10-27T12:35:55,100,0,TELEVINTI4,0005804049,,100
010962622,2024-10-27T09:19:17,300,6,ATM,0000000105,Praia,294
010962662,2024-10-27T11:58:27,500,0,TELEVINTI4,0009998091,,500
010962666,2024-10-27T16:30:43,1000,0,TELEVINTI4,0005990754,,1000
010962682,2024-10-27T12:35:18,150,0,TELEVINTI4,0009519127,,150
010962696,2024-10-27T16:08:34,150,0,TELEVINTI4,0005983487,,150
010962712,2024-10-27T09:43:29,1000,0,TELEVINTI4,0009986321,,1000
010962723,2024-10-27T09:19:27,50,1,ATM,0000001405,Praia,49
010962725,2024-10-27T18:21:46,500,0,TELEVINTI4,0009152369,,500
010962727,2024-10-27T16:12:22,200,0,TELEVINTI4,0009587352,,200
010962767,2024-10-27T15:26:13,150,0,TELEVINTI4,0009964885,,150
010962786,2024-10-27T14:14:15,250,0,TELEVINTI4,0009932697,,250
010962821,2024-10-27T18:49:41,50,0,TELEVINTI4,0005873332,,50
010962827,2024-10-27T16:42:35,350,7,ATM,0000120203,Sal,343
010962846,2024-10-27T09:06:01,500,0,TELEVINTI4,0009991402,,500
010962872,2024-10-27T15:26:29,500,10,ATM,0000100106,Praia,490
010962885,2024-10-27T18:50:00,1000,20,ATM,0000004705,Praia,980
010962888,2024-10-27T14:59:16,150,0,TELEVINTI4,0009967508,,150
010962898,2024-10-27T13:55:06,350,0,TELEVINTI4,0009931727,,350
010962912,2024-10-27T13:44:47,50,0,TELEVINTI4,0009934846,,50
010962958,2024-10-27T19:18:30,150,3,ATM,0000000901,Sao Vicente,147
010962972,2024-10-27T13:55:09,1000,0,TELEVINTI4,0009912061,,1000
010962990,2024-10-27T21:05:25,250,0,TELEVINTI4,0009986615,,250
010963005,2024-10-27T22:23:23,500,10,ATM,0000100201,Praia,490
010963013,2024-10-27T20:00:16,1000,20,ATM,0000001807,Praia,980
010963028,2024-10-27T19:32:21,1000,0,TELEVINTI4,0009941510,,1000
010963225,2024-10-27T19:22:19,500,0,TELEVINTI4,0009955865,,500
010963243,2024-10-27T23:51:26,250,0,TELEVINTI4,0005841026,,250
010963329,2024-10-27T20:35:18,610,0,TELEVINTI4,0009930055,,610
010963336,2024-10-27T20:35:48,500,0,TELEVINTI4,0009721157,,500
010963348,2024-10-27T19:54:20,150,0,TELEVINTI4,0005925240,,150
010963367,2024-10-27T23:50:33,200,0,TELEVINTI4,0005949868,,200
010963376,2024-10-27T21:23:40,500,0,TELEVINTI4,0005914231,,500
010963384,2024-10-27T22:38:04,700,14,ATM,0000001405,Praia,686
010963398,2024-10-27T19:32:24,300,6,ATM,0000150101,Sao Filipe,294
010963403,2024-10-27T19:21:14,500,0,TELEVINTI4,0009884598,,500
010963568,2024-10-27T22:22:24,400,8,ATM,0000007203,Praia,392
010963621,2024-10-27T20:00:04,100,2,ATM,0000000307,Sal,98
010963633,2024-10-27T19:59:40,1000,0,TELEVINTI4,0009597163,,1000
010963781,2024-10-27T22:21:29,1100,0,TELEVINTI4,0009917893,,1100
010963782,2024-10-27T21:05:34,250,0,TELEVINTI4,0009749059,,250
010963972,2024-10-27T22:34:59,250,0,TELEVINTI4,0009777736,,250
010964101,2024-10-27T21:25:52,80,0,TELEVINTI4,0009504364,,80
010964148,2024-10-27T19:44:59,500,10,ATM,0000001305,Praia,490
010964175,2024-10-27T21:05:57,1000,20,ATM,0000003201,Tarrafal de Sao,980
010964186,2024-10-27T20:34:10,250,0,TELEVINTI4,0009873728,,250
010964482,2024-10-27T22:39:19,250,0,TELEVINTI4,0009864888,,250
010964500,2024-10-27T22:46:35,1000,20,ATM,0000004706,Praia,980
010964558,2024-10-27T22:49:07,1000,0,TELEVINTI4,0005811440,,1000
010964600,2024-10-27T20:48:12,260,0,TELEVINTI4,0005945281,,260
010964618,2024-10-27T22:49:03,500,0,TELEVINTI4,0009761795,,500
010964657,2024-10-27T22:58:04,200,4,ATM,0000001813,Praia,196
010964687,2024-10-27T21:06:57,110,0,TELEVINTI4,0005924833,,110
010964863,2024-10-27T21:42:15,200,0,TELEVINTI4,0009740533,,200
010964866,2024-10-27T21:41:37,500,0,TELEVINTI4,0009574657,,500
010964933,2024-10-27T19:22:19,150,3,ATM,0000120004,Sal,147
010964934,2024-10-27T22:46:30,250,0,TELEVINTI4,0009924648,,250
010964990,2024-10-27T22:50:41,100,0,TELEVINTI4,0009529961,,100
010965009,2024-10-27T22:51:08,500,0,TELEVINTI4,0009575676,,500
010965090,2024-10-27T22:57:27,500,0,TELEVINTI4,0009502169,,500
010965228,2024-10-27T20:37:05,1000,0,TELEVINTI4,0005847648,,1000
010965249,2024-10-27T20:37:14,500,0,TELEVINTI4,0009817077,,500
010965337,2024-10-27T22:39:48,300,0,TELEVINTI4,0009971096,,300
010965339,2024-10-27T21:07:13,1000,0,TELEVINTI4,0009582789,,1000
010965465,2024-10-27T22:48:08,250,0,TELEVINTI4,0005874499,,250
010965863,2024-10-27T20:46:30,250,0,TELEVINTI4,0009578792,,250
010965992,2024-10-27T19:45:18,220,0,TELEVINTI4,0005820250,,220
010966038,2024-10-27T19:23:37,150,0,TELEVINTI4,0005973309,,150
010966064,2024-10-28T00:00:41,350,0,TELEVINTI4,0005950462,,350
010966068,2024-10-27T19:07:47,700,14,ATM,0000003704,Sao Vicente,686
010966075,2024-10-27T19:07:34,300,0,TELEVINTI4,0009767731,,300
010966105,2024-10-27T20:05:11,120,2,ATM,0000000310,Sal,118
010966110,2024-10-27T19:25:24,150,0,TELEVINTI4,0009822438,,150
010966151,2024-10-27T19:25:37,1000,20,ATM,0000001501,Sal,980
010966157,2024-10-27T19:08:22,500,10,ATM,0000000208,Sao Vicente,490
010966248,2024-10-27T20:52:51,260,0,TELEVINTI4,0005815753,,260
010966279,2024-10-27T20:50:55,250,0,TELEVINTI4,0009594048,,250
010966281,2024-10-27T19:07:11,1000,0,TELEVINTI4,0009714498,,1000
010966306,2024-10-27T20:02:00,1000,20,ATM,0000000212,Sao Vicente,980
010966365,2024-10-27T20:50:37,1000,0,TELEVINTI4,0009576649,,1000
010966377,2024-10-27T20:51:55,500,0,TELEVINTI4,0009579201,,500
010966525,2024-10-27T19:08:28,500,10,ATM,0000000906,Sao Vicente,490
010966595,2024-10-27T20:14:46,100,0,TELEVINTI4,0009816164,,100
010966705,2024-10-27T20:02:33,1000,20,ATM,0000000305,Sao Vicente,980
010966708,2024-10-27T19:25:42,300,6,ATM,0000005403,Praia,294
010966778,2024-10-27T19:25:18,500,10,ATM,0000000701,Boa Vista,490
010966779,2024-10-27T19:24:27,200,4,ATM,0000011301,Sal,196
010966800,2024-10-27T19:07:39,200,4,ATM,0000000906,Sao Vicente,196
010966839,2024-10-27T19:06:24,1000,0,TELEVINTI4,0009946584,,1000
010966842,2024-10-27T23:05:35,500,0,TELEVINTI4,0005915034,,500
010966870,2024-10-27T21:07:37,150,0,TELEVINTI4,0009897817,,150
010966878,2024-10-27T20:48:48,200,0,TELEVINTI4,0009859313,,200
010966889,2024-10-27T21:09:50,50,0,TELEVINTI4,0009942324,,50
010966953,2024-10-27T20:02:55,250,0,TELEVINTI4,0009873728,,250
010966960,2024-10-27T19:24:28,250,5,ATM,0000005102,Paul,245
010967090,2024-10-27T19:25:36,300,0,TELEVINTI4,0009955721,,300
010967116,2024-10-27T20:16:37,500,0,TELEVINTI4,0009866887,,500
010967261,2024-10-27T20:39:26,150,0,TELEVINTI4,0009866298,,150
010967315,2024-10-27T19:23:06,500,0,TELEVINTI4,0005934360,,500
010967393,2024-10-27T19:25:10,500,0,TELEVINTI4,0005929278,,500
010967650,2024-10-27T19:46:01,500,0,TELEVINTI4,0009970886,,500
010967718,2024-10-27T19:10:19,300,6,ATM,0000120004,Sal,294
010967756,2024-10-27T20:54:38,260,0,TELEVINTI4,0009599966,,260
010967759,2024-10-27T19:11:14,300,6,ATM,0000001501,Sal,294
010967833,2024-10-27T19:45:56,200,0,TELEVINTI4,0009559064,,200
010967878,2024-10-27T22:01:13,500,0,TELEVINTI4,0009863980,,500
010967905,2024-10-27T20:55:51,100,0,TELEVINTI4,0005969983,,100
010968132,2024-10-27T23:19:06,1000,0,TELEVINTI4,0009960075,,1000
010968279,2024-10-27T23:08:18,250,0,TELEVINTI4,0009570455,,250
010968281,2024-10-27T19:10:43,250,5,ATM,0000120002,Sal,245
010968303,2024-10-27T23:13:21,500,0,TELEVINTI4,0005850872,,500
